ID,Original User Story,Rewritten User Story,Correction Reason,Fuzzy Terms (with source),I_before,I_after,delta_I,N_before,N_after,delta_N,V_before,V_after,delta_V,E_before,E_after,delta_E,S_before,S_after,delta_S,T_before,T_after,delta_T,overall_before,overall_after,delta_overall,Low-score Explanation (<2)
US085,"As a site admin, I want to move people in a trainer's class from a pending state to the registry once I have received proof of payment from the trainer.","User Story:
As a site admin, I want to transition users from a pending status to the official registry in a trainer's class upon receiving verified proof of payment so that I can maintain accurate records and ensure only confirmed participants are enrolled.

Acceptance Criteria:
- The transition process must be completed within 5 minutes of receiving proof of payment for at least 95% of cases.
- The system should automatically notify the trainer and the user of the successful enrollment within 2 minutes of the status change.
- A report should be generated weekly to track the number of pending transitions and the average time taken for each transition.

Test Outline:
- Monitor the time taken to move users from pending to registry status after payment verification to ensure it meets the 5-minute requirement.
- Verify that notifications are sent correctly and within the specified time frame after the transition.
- Review the weekly report for accuracy and completeness of the transition data.","The original user story was clear but lacked measurable criteria and specific outcomes. The improved version enhances clarity by specifying the role, capability, and business benefits, while also providing quantifiable acceptance criteria and a structured test outline.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,4,5,1.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US086,"As a CSM, I want to be sent an email welcoming me to the Scrum Alliance and with instructions to register or activate my membership once my name has been loaded to the registry.","User Story:
As a CSM, I want to receive a welcome email from the Scrum Alliance with clear instructions for activating my membership as soon as my name is added to the registry, so that I can promptly engage with the community and access resources.

Acceptance Criteria:
- The welcome email must be sent within 1 hour of my name being added to the registry.
- The email should include at least 3 clear steps for registration or activation.
- At least 90% of new CSMs should report receiving the email successfully within the specified timeframe.

Test Outline:
- Monitor the email dispatch system to ensure emails are sent within the 1-hour window after registry updates.
- Review the content of the welcome email to confirm it includes the required steps for activation.
- Conduct a survey to measure the percentage of new CSMs who received the email and found it helpful.","The original user story was clear but lacked measurable criteria and specific details. The improved version enhances clarity by specifying the role, the desired outcome, and includes measurable acceptance criteria and a structured test outline to ensure effectiveness.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,4,5,1.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US087,"As a site editor, I want to edit the content of the email automatically sent to new Certified Scrum Masters and Product Owners, so that I don't need to involve a programmer on simple email edits.","User Story:
As a site editor, I want to have the ability to edit the content of the automated emails sent to new Certified Scrum Masters and Product Owners so that I can make necessary updates independently, reducing the turnaround time for content changes.

Acceptance Criteria:
- The email editing interface must allow site editors to make changes within 5 minutes without requiring programming assistance.
- At least 90% of email edits should be successfully implemented without errors after the changes are made.
- User satisfaction regarding the ease of use of the email editing feature should reach 85% or higher in feedback surveys.

Test Outline:
- Test the email editing interface by measuring the time taken to make and save changes.
- Review the accuracy of the emails sent after edits to ensure they reflect the intended updates.
- Conduct user surveys to gather feedback on the usability of the editing feature.","The original user story was clear but lacked measurable criteria and specific outcomes. The improved version enhances clarity by specifying the capability, business relevance, and includes measurable acceptance criteria and a structured test outline.","that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US088,"As a company, I want to join the Scrum Alliance by paying a corporate membership fee, so that I can show the company's support of Scrum.","User Story:
As a company, I want to secure a corporate membership with the Scrum Alliance by paying the required fee so that I can demonstrate our commitment to Agile practices and enhance our team's capabilities.

Acceptance Criteria:
- The membership application must be processed within 5 business days of payment submission.
- The corporate membership fee should be confirmed and documented, with a receipt provided to the company.
- At least 80% of our team members should participate in Scrum training or certification programs within the first year of membership.

Test Outline:
- Track the processing time of the membership application to ensure it meets the 5-day requirement.
- Verify the receipt and documentation of the payment to confirm successful membership registration.
- Monitor participation rates in Scrum training programs to assess engagement and commitment.","The original user story was somewhat vague and lacked measurable criteria. The improved version clarifies the role, specifies the capability, and outlines explicit, business-relevant benefits along with measurable acceptance criteria and a structured test outline.","secure (ISO 29148)
it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US089,"As a corporatesponsor, I want to display my logo on a corporate sponsors page, so that others see the company's support of Scrum.","User Story:
As a corporatesponsor, I want to prominently display my company logo on the corporate sponsors page so that I can enhance brand visibility and demonstrate my support for Scrum to a wider audience.

Acceptance Criteria:
- The logo must be displayed in a resolution of at least 300 DPI to ensure clarity and professionalism.
- The corporate sponsors page should load within 3 seconds to maintain user engagement.
- At least 80% of page visitors should recognize the logo as a symbol of support for Scrum, as measured by a post-visit survey.

Test Outline:
- Verify the logo's resolution and appearance on the corporate sponsors page to ensure it meets the quality standards.
- Measure the loading time of the corporate sponsors page to confirm it adheres to the 3-second requirement.
- Conduct a survey with page visitors to assess their recognition of the logo and its association with Scrum.","The original user story was clear but lacked measurable criteria and specific business relevance. The improved version enhances clarity by specifying the desired outcomes, measurable acceptance criteria, and a structured test outline to ensure the effectiveness of the logo display.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US090,"As a corporatesponsor, I want to make my logo randomly appear on the home page, so that others see the company's support of Scrum.","User Story:
As a corporatesponsor, I want my logo to be displayed randomly on the home page at least 5 times per hour, so that visitors can recognize and appreciate my company's support for Scrum.

Acceptance Criteria:
- The logo must appear randomly on the home page with a frequency of at least 5 times per hour.
- The display duration for each logo appearance should be a minimum of 10 seconds.
- User engagement metrics should show a 20% increase in clicks on the logo compared to the previous month.

Test Outline:
- Monitor the home page to verify the frequency and duration of the logo displays over a 24-hour period.
- Analyze user engagement data to assess the increase in clicks on the logo after implementation.","The original user story was vague and lacked measurable criteria. The improved version clarifies the user's role, specifies the capability, and outlines explicit, business-relevant benefits along with measurable acceptance criteria and a test outline.","that (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US091,"As a CSM, I want to be charged a fee once I am approved for Practitioner status, so that my certification status can be activated.","User Story:
As a CSM, I want to be billed a certification fee immediately upon approval for Practitioner status so that I can activate my certification and access the associated benefits without delay.

Acceptance Criteria:
- The billing process must initiate within 1 hour of approval for Practitioner status.
- At least 95% of approved CSMs should receive confirmation of their fee payment and certification activation within 24 hours.
- The system should allow for fee payment through at least three different payment methods to accommodate user preferences.

Test Outline:
- Monitor the time taken from approval to billing initiation to ensure it meets the 1-hour requirement.
- Track the percentage of CSMs receiving confirmation within the 24-hour window to verify compliance with the acceptance criteria.
- Test the payment process with various methods to ensure functionality and user satisfaction.","The original user story was clear but lacked specificity and measurable criteria. The improved version clarifies the role, specifies the capability, and outlines explicit acceptance criteria and a test plan to enhance clarity and focus on business value.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US092,"As a CST, I want to pay an annual fee, so that my CST status is active.","User Story:
As a CST, I want to pay my annual fee promptly so that my CST status remains active and I can continue to access exclusive resources and support.

Acceptance Criteria:
- The payment process must be completed within 5 minutes for at least 95% of users.
- Users should receive confirmation of their payment and active status within 1 hour of processing.
- At least 90% of CSTs should report satisfaction with the payment process in a follow-up survey.

Test Outline:
- Measure the time taken for users to complete the payment process and track the success rate.
- Monitor the time taken to send confirmation emails after payment and conduct user surveys to assess satisfaction.","The original user story was clear but lacked specificity and measurable criteria. The improved version clarifies the role, emphasizes the importance of timely payment, and includes explicit acceptance criteria and a test outline to ensure the process is efficient and satisfactory.","that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US093,"As a site administrator, I want to set the annual fees for members, Practitioners and Trainers, so that fees can be set without involving a programmer.","User Story:
As a site administrator, I want to independently set and adjust the annual fees for members, practitioners, and trainers through an intuitive interface so that I can manage pricing efficiently without needing programming assistance.

Acceptance Criteria:
- The fee adjustment interface must allow administrators to update fees within 5 minutes for all categories.
- Changes to the fees should be reflected on the site within 1 minute of saving.
- At least 90% of administrators should report ease of use and satisfaction with the fee-setting process in a post-implementation survey.

Test Outline:
- Measure the time taken for an administrator to update fees and verify that it meets the 5-minute requirement.
- Check the system to ensure that fee changes are displayed correctly within the 1-minute timeframe.
- Conduct a survey with administrators to assess their satisfaction and ease of use regarding the new interface.","The original user story was clear but lacked measurable criteria and specific details about the process. The improved version enhances clarity by specifying the capability, providing measurable acceptance criteria, and outlining a structured test plan to ensure the feature meets user needs.","intuitive (ISO 29148)
it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US094,"As a member, I want to receive a reminder and a link, so that I can renew my membership.","User Story:
As a member, I want to receive an automated reminder along with a renewal link at least 30 days before my membership expires so that I can ensure uninterrupted access to services and avoid any lapse in my membership.

Acceptance Criteria:
- Members must receive the renewal reminder email at least 30 days prior to expiration with a 95% delivery success rate.
- The email should include a direct renewal link that functions correctly for at least 99% of users.
- User feedback should indicate a satisfaction rate of 90% or higher regarding the clarity and usefulness of the reminder.

Test Outline:
- Track the delivery success rate of reminder emails to ensure it meets the 95% threshold.
- Test the functionality of the renewal link by monitoring click-through rates and successful renewals.
- Conduct user surveys to assess satisfaction with the reminder process.","The original user story was clear but lacked measurable criteria and specific timelines. The improved version enhances clarity by specifying the timing of reminders, measurable acceptance criteria, and a structured test outline to ensure effectiveness.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US095,"As a member, I want to have the system email me a new password or a password reminder since i have short-term memory problems.","User Story:
As a member, I want the system to securely email me a new password or a password reminder so that I can easily regain access to my account without unnecessary stress.

Acceptance Criteria:
- The system must send a password reset email within 5 minutes of the request being made.
- At least 98% of password reset emails should be delivered successfully to users' inboxes.
- Users should be able to complete the password reset process in 3 simple steps, with a success rate of 90% or higher.

Test Outline:
- Measure the time taken from the password reset request to the email being sent to ensure it meets the 5-minute requirement.
- Track the delivery success rate of password reset emails over a month to confirm it meets the 98% threshold.
- Conduct user testing to evaluate the clarity and ease of the password reset process.","The original user story was clear but lacked measurable criteria and specificity. The improved version emphasizes the user's needs, provides explicit acceptance criteria, and outlines a structured test plan to ensure the functionality meets the user's requirements.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",5,5,0.0,4,4,0.0,4,5,1.0,4,5,1.0,5,5,0.0,4,5,1.0,4,5,1.0,—
US096,"As a trainer, I want to read information of relevance only to trainers, so that the Scrum Alliance can share information with me easily.","User Story:
As a trainer, I want to access information specifically tailored for trainers so that the Scrum Alliance can efficiently share relevant updates and resources, enhancing my training effectiveness.

Acceptance Criteria:
- The information portal must filter and display content relevant to trainers with at least 95% accuracy.
- Users should be able to access this tailored information within 3 seconds of logging in.
- Feedback from trainers should reflect a satisfaction rate of 90% or higher regarding the relevance of the information provided.

Test Outline:
- Test the filtering mechanism by comparing the displayed content against a list of expected trainer-specific information.
- Measure the time taken to load the relevant information after login to ensure it meets the 3-second requirement.","The original user story was somewhat vague and lacked measurable criteria. The improved version clarifies the trainer's role, specifies the capability, and outlines explicit, business-relevant benefits along with measurable acceptance criteria and a structured test outline.","it (ISO 29148)
this (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US097,"As a site editor, I want to post information in a trainers-only section, so that only trainers see it.","User Story:
As a site editor, I want to publish content in a trainers-only section so that only authorized trainers can access this information, ensuring that sensitive materials are protected and relevant to their roles.

Acceptance Criteria:
- The trainers-only section must restrict access to at least 100 verified trainers, ensuring that unauthorized users cannot view the content.
- Content published in this section should be accessible within 5 seconds of posting, maintaining a smooth user experience.
- At least 90% of trainers should confirm they can easily find and access the information within the trainers-only section.

Test Outline:
- Verify the access control by attempting to access the trainers-only section with unauthorized accounts to ensure restrictions are in place.
- Measure the time taken for content to appear in the trainers-only section after publication.
- Conduct a survey among trainers to assess their ability to locate and access the posted information.","The original user story was clear but lacked measurable criteria and specific details. The improved version enhances clarity by specifying the number of authorized users, response time for content access, and user satisfaction metrics, thus strengthening the overall structure.","this (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
