ID,Abstract,US_num,LLM,role_shorten,User story,Implied ethical needs,Non-Functional Requirements,atomic,minimal,Conceptually sound,Problem-oriented,Unambiguous,Conflict-free,"Conflict-free, us",Estimatable,Independent,Unique,"Unique, us",Meas-ends relation,"Meas-ends relation, us"
A31US8Ge,A31,US8,Gemini_1.5_flash,advocate,"As a privacy advocate, I want to understand how online advertisements track user behavior and be able to control the data collected about me for advertising purposes.",Transparency ,N/A,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,independent,,,End,A31US1Ge
A31US9Ge,A31,US9,Gemini_1.5_flash,consumer,"As a consumer, I want to be able to make informed decisions about the products and services advertised online by readily identifying them and understanding their purpose.",Transparency,N/A,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,independent,diffRoleSameStory,A31US2Ge,,
A31US10Ge,A31,US10,Gemini_1.5_flash,user,"As a web user, I want to have a clean and clutter-free browsing experience where I can focus on the content I am interested in without being bombarded by intrusive advertisements.",N/A,N/A,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,independent,,,End,A31US1Ge
A31US1Ll,A31,US1,Llama 3.1 70b,user,"As a user, I want to be able to easily identify advertisements on internet pages, so that I can avoid unnecessary distractions and stay focused on finding relevant information.",N/A,N/A,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,diffRoleSameStory,A31US10Ll,End,"A31US3Ll, A31US10Ll"
A31US2Ll,A31,US2,Llama 3.1 70b,researcher,"As a researcher, I want to develop an approach to differentiate advertisements on internet pages, so that I can improve the overall quality of online experiences.",N/A,N/A,atomic,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,independent,isSemDuplicate,A31US9Ll,,
A31US3Ll,A31,US3,Llama 3.1 70b,developer,"As a developer, I want to create a system that can predict the presence of advertisements on internet pages, so that I can help users avoid unwanted content.",N/A,N/A,atomic,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,independent,,,Mean,"A31US1Ll, A31US4Ll, A31US7Ll"
A31US4Ll,A31,US4,Llama 3.1 70b,parent,"As a parent, I want to be able to block advertisements on internet pages that are not suitable for my children, so that I can ensure their online safety.",N/A,Safety,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,,,End,"A31US3Ll, A31US10Ll"
A31US5Ll,A31,US5,Llama 3.1 70b,developer,"As a search engine developer, I want to be able to identify and filter out advertisements from search results, so that users can get more relevant and accurate results.",N/A,Accuracy,conjunctions,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,No,unique,,,
A31US6Ll,A31,US6,Llama 3.1 70b,instructor,"As an educator, I want to be able to distinguish between educational content and advertisements on internet pages, so that I can provide more effective online learning experiences.",N/A,N/A,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,unique,,,
A31US7Ll,A31,US7,Llama 3.1 70b,security professional,"As a security expert, I want to be able to detect and prevent malicious advertisements on internet pages, so that I can protect users from online threats.",Non-maleficence(Security),N/A,conjunctions,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,No,,,End,"A31US3Ll, A31US10Ll"
A31US8Ll,A31,US8,Llama 3.1 70b,user,"As a user, I want to have control over the types of advertisements I see on internet pages, so that I can personalize my online experience.",N/A,N/A,atomic,minimal,Conceptually sound,problem-oriented,General,Conflict-free,,estimatable,No,unique,,,
A31US9Ll,A31,US9,Llama 3.1 70b,researcher,"As a researcher, I want to explore the use of machine learning algorithms to identify and classify advertisements on internet pages, so that I can improve the accuracy and efficiency of advertisement detection.",N/A,N/A,conjunctions,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,independent,isSemDuplicate,A31US2Ll,,
A31US10Ll,A31,US10,Llama 3.1 70b,developer,"As a developer, I want to create a browser extension or plugin that can automatically identify and block advertisements on internet pages, so that users can have a more seamless and enjoyable online experience.",Beneficence,Accuracy -  Usability -  Performance,conjunctions,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,No,diffRoleSameStory,A31US1Ll,Mean,"A31US1Ll, A31US4Ll, A31US7Ll"
A31US1O1,A31,US1,O1_mini,developer,"As a search engine developer, I want to implement advertisement identification algorithms, so that we can deliver cleaner and more relevant search results to users.",N/A,N/A,atomic,minimal,no_valid_role,solution_oriented,Unambiguous,conflict,A31US5O1,estimatable,independent,,,Mean,"A31US8O1, A31US9O1"
A31US2O1,A31,US2,O1_mini,security professional,"As an internet security specialist, I want to deploy ad detection methods, so that we can protect users from malicious advertisements and enhance overall online safety.",Non-maleficence(Security),N/A,atomic,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,No,unique,,,
A31US3O1,A31,US3,O1_mini,developer,"As a web browser developer, I want to integrate ad identification features, so that users can easily manage and block unwanted advertisements while browsing.",N/A,Interoperability,atomic,minimal,no_valid_role,solution_oriented,Unambiguous,conflict,A31US5O1,estimatable,No,unique,,,
A31US4O1,A31,US4,O1_mini,instructor,"As an educator, I want to use ad detection tools in my curriculum, so that students can learn about internet safety and the impact of advertisements on web content.",N/A,N/A,atomic,minimal,no_feature,,,,,,,,,,
A31US5O1,A31,US5,O1_mini,marketing professional,"As a digital marketer, I want to understand how advertisements are identified on web pages, so that I can optimize ad placements and improve campaign effectiveness.",Transparency,Explainability -  Interpretability,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,source,"A31US1O1, A31US3O1",estimatable,independent,unique,,,
A31US6O1,A31,US6,O1_mini,advocate,"As a privacy advocate, I want to utilize advertisement identification techniques, so that I can help users reduce unwanted tracking and protect their online privacy.",Privacy,N/A,atomic,minimal,no_feature,,,,,,,,,,
A31US7O1,A31,US7,O1_mini,data scientist,"As a data scientist, I want to analyze and refine ad prediction approaches, so that I can develop more accurate and efficient methods for identifying advertisements on web pages.",N/A,N/A,atomic,minimal,no_valid_role,solution_oriented,General,Conflict-free,,No,independent,,,Mean,"A31US8O1, A31US9O1"
A31US8O1,A31,US8,O1_mini,policymaker,"As a content creator, I want to identify and manage advertisements on my website, so that I can maintain control over my content and revenue streams.",N/A,N/A,conjunctions,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,,,End,"A31US1O1, A31US7O1, A31US10O1"
A31US9O1,A31,US9,O1_mini,product manager,"As a product manager for a security software company, I want to incorporate ad identification features into our products, so that we can offer comprehensive protection against unwanted advertisements and malware.",Non-maleficence(Security),N/A,atomic,minimal,Conceptually sound,solution_oriented,Unambiguous,Conflict-free,,estimatable,No,,,End,"A31US1O1, A31US7O1, A31US10O1"
A31US10O1,A31,US10,O1_mini,researcher,"As a researcher in web technologies, I want to evaluate the effectiveness of different ad prediction methods, so that I can contribute to the advancement of advertisement filtering systems.",N/A,N/A,atomic,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,No,unique,,Mean,"A31US8O1, A31US9O1"
A32US1Ge,A32,US1,Gemini_1.5_flash,researcher,"As a social media researcher, I want to analyze large datasets of social media posts to understand public opinion on current events or political issues.",N/A,Scalability,atomic,minimal,Conceptually sound,problem-oriented,General,Conflict-free,,No,No,,,End,A32US7Ge
A32US2Ge,A32,US2,Gemini_1.5_flash,manager,"As a brand manager, I want to use the system to identify user comments expressing positive, negative, or neutral stances towards my brand.",N/A,N/A,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,,,End,A32US6Ge
A32US3Ge,A32,US3,Gemini_1.5_flash,journalist,"As a journalist, I want the system to help me verify the credibility of sources and identify potential bias in news articles and online content.",Justice/fairness,N/A,conjunctions,minimal,Conceptually sound,problem-oriented,Vagueness,Conflict-free,,No,No,diffRoleSameStory,A32US4Ge,End,A32US6Ge
A32US4Ge,A32,US4,Gemini_1.5_flash,fact-checker,"As a fact-checker, I want the system to flag social media posts containing misinformation or disinformation based on the stance taken towards a particular claim.",N/A,N/A,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,diffRoleSameStory,A32US3Ge,End,A32US6Ge
A32US5Ge,A32,US5,Gemini_1.5_flash,social media moderator,"As a social media moderator, I want to prioritize content for review based on the intensity of a user's stance (e.g., strongly against vs. mildly disagreeing).",N/A,N/A,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,,,End,A32US7Ge
A32US6Ge,A32,US6,Gemini_1.5_flash,developer,"As a platform developer, I want the system to integrate with social media platforms to automatically detect and label the stance of user comments on specific topics.",N/A,Interoperability,atomic,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,No,,,Mean,"A32US2Ge, A32US3Ge, A32US4Ge"
A32US7Ge,A32,US7,Gemini_1.5_flash,data scientist,"As a data scientist, I want the system to provide not just the overall stance, but also detailed information like confidence scores and sentiment analysis for a more nuanced understanding.",Transparency,N/A,atomic,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,independent,,,Mean,"A32US1Ge, A32US5Ge"
A32US8Ge,A32,US8,Gemini_1.5_flash,linguist,"As a linguist, I want the system to be customizable to analyze stances in different languages and cultural contexts, accounting for sarcasm and humor.",Justice/fairness,Adaptability -  Flexibility,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,,,End,A32US10Ge
A32US9Ge,A32,US9,Gemini_1.5_flash,advocate,"As a user privacy advocate, I want the system to be transparent about how user data is used for stance detection and ensure user privacy is protected.",Privacy -  Transparency,Privacy -  Transparency,conjunctions,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,independent,unique,,,
A32US10Ge,A32,US10,Gemini_1.5_flash,developer,"As a system developer, I want the system to be scalable and efficient to handle large volumes of social media data in real-time.",N/A,Scalability -  Efficiency -  Performance,atomic,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,independent,,,Mean,A32US8Ge
A32US1Ll,A32,US1,Llama 3.1 70b,analyst,"As a social media analyst, I want to automatically analyze opinions and attitudes expressed in text on social media platforms so that I can quickly identify trends and sentiments.",N/A,N/A,atomic,minimal,Conceptually sound,problem-oriented,General,Conflict-free,,No,No,,,End,"A32US2Ll, A32US4Ll"
A32US2Ll,A32,US2,Llama 3.1 70b,researcher,"As a researcher, I want to develop an automated tool for stance detection that can accurately identify the underlying perspective or viewpoint of an individual or group towards a specific topic or target.",N/A,Accuracy,atomic,minimal,no_valid_role,solution_oriented,Vagueness,Conflict-free,,No,independent,,,Mean,A32US1Ll
A32US3Ll,A32,US3,Llama 3.1 70b,software engineer,"As a software engineer, I want to design a system that can classify the stance or viewpoint of a text towards a target, even when the target is of an abstract nature, so that I can improve the accuracy of opinion analysis.",N/A,N/A,atomic,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,No,unique,,,
A32US4Ll,A32,US4,Llama 3.1 70b,analyst,"As a data analyst, I want to integrate sentiment analysis and sarcasm detection tasks into a multi-task learning (MTL) model to enhance stance detection performance so that I can better understand the nuances of human opinions.",N/A,N/A,atomic,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,No,,,Mean,A32US1Ll
A32US5Ll,A32,US5,Llama 3.1 70b,product manager,"As a product manager, I want to develop a system that can handle the challenges of stance detection in social media, where brevity, informality, and limited contextual information prevail, so that I can provide accurate insights to businesses and organizations.",N/A,N/A,atomic,example,no_valid_role,solution_oriented,General,Conflict-free,,No,No,isSemDuplicate,A32US10Ll,,
A32US6Ll,A32,US6,Llama 3.1 70b,researcher,"As a researcher, I want to propose and evaluate four task weighting techniques for MTL models to determine their effectiveness in enhancing stance detection performance so that I can improve the accuracy of opinion analysis.",N/A,N/A,atomic,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,independent,isSemDuplicate,A32US7Ll,,
A32US7Ll,A32,US7,Llama 3.1 70b,software engineer,"As a software engineer, I want to design an MTL model that can achieve state-of-the-art performance in stance detection, using a hierarchical weighting approach, so that I can provide a robust solution for opinion analysis.",N/A,N/A,atomic,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,No,isSemDuplicate,A32US6Ll,,
A32US8Ll,A32,US8,Llama 3.1 70b,analyst,"As a data analyst, I want to evaluate the performance of the proposed MTL models on English and Arabic benchmark datasets to determine their effectiveness in stance detection so that I can identify the best approach for opinion analysis.",N/A,Testability,conjunctions,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,No,unique,,,
A32US9Ll,A32,US9,Llama 3.1 70b,researcher,"As a researcher, I want to investigate the interaction between sentiment and stance, while considering the impact of sarcasm, so that I can gain a deeper understanding of human opinions and attitudes.",N/A,N/A,atomic,minimal,no_feature,,,,,,,,,,
A32US10Ll,A32,US10,Llama 3.1 70b,product manager,"As a product manager, I want to develop a commercial application that utilizes the proposed MTL models for stance detection, providing businesses and organizations with accurate insights into public opinions and sentiments.",N/A,Accuracy -  Interpretability,atomic,minimal,no_valid_role,solution_oriented,General,Conflict-free,,No,No,isSemDuplicate,A32US5Ll,,
A32US1O1,A32,US1,O1_mini,researcher,"As an NLP researcher, I want to develop multi-task learning models that integrate sentiment analysis and sarcasm detection, so that I can enhance the accuracy of stance detection in text analysis.",N/A,Accuracy,conjunctions,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,independent,isSemDuplicate,"A32US2O1, A32US5O1",Mean,"A32US3O1, A32US9O1"
A32US2O1,A32,US2,O1_mini,data scientist,"As a data scientist, I want to implement Parallel Multi-Task Learning (PMTL) and Sequential Multi-Task Learning (SMTL) models, so that I can improve the performance of stance detection algorithms on social media data.",N/A,Performance,atomic,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,independent,isSemDuplicate,"A32US1O1, A32US5O1",Mean,"A32US3O1, A32US9O1"
A32US3O1,A32,US3,O1_mini,analyst,"As a social media analyst, I want automated stance detection tools that account for brevity and informality, so that I can accurately gauge public opinions and attitudes toward specific topics.",N/A,Accuracy,atomic,minimal,Conceptually sound,problem-oriented,General,Conflict-free,,No,No,diffRoleSameStory,A32US9O1,End,"A32US1O1, A32US2O1, A32US5O1"
A32US4O1,A32,US4,O1_mini,product manager,"As a product manager for an opinion analysis platform, I want to incorporate Transformer-based architectures with multi-task learning, so that our tool can provide state-of-the-art stance detection capabilities to users.",N/A,N/A,atomic,minimal,Conceptually sound,solution_oriented,Unambiguous,Conflict-free,,estimatable,No,unique,,,
A32US5O1,A32,US5,O1_mini,machine learning engineer,"As a machine learning engineer, I want to explore and apply different task weighting techniques in multi-task learning models, so that I can optimize the integration of sentiment, stance, and sarcasm detection tasks for better performance.",N/A,Performance,atomic,minimal,no_valid_role,solution_oriented,General,Conflict-free,,No,independent,isSemDuplicate,"A32US1O1, A32US2O1",Mean,"A32US3O1, A32US9O1"
A32US6O1,A32,US6,O1_mini,instructor,"As an academic instructor, I want to use the SMTL-HW model as a case study in my Natural Language Processing course, so that students can learn about the advancements in multi-task learning for stance detection.",N/A,N/A,atomic,minimal,no_feature,,,,,,,,,,
A32US7O1,A32,US7,O1_mini,developer,"As a software developer, I want to implement an accessible architecture for multi-task learning models, so that my team can efficiently deploy stance detection systems in real-world applications.",N/A,N/A,atomic,minimal,no_feature,,,,,,,,,,
A32US8O1,A32,US8,O1_mini,linguist,"As a linguist, I want to analyze the interaction between sentiment, stance, and sarcasm in text, so that I can better understand the nuances of human communication in digital environments.",N/A,N/A,atomic,minimal,no_feature,,,,,,,,,,
A32US9O1,A32,US9,O1_mini,researcher,"As a marketing analyst, I want to leverage enhanced stance detection models, so that I can gain deeper insights into consumer attitudes and tailor marketing strategies accordingly.",N/A,N/A,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,diffRoleSameStory,A32US3O1,End,"A32US1O1, A32US2O1, A32US5O1"
A32US10O1,A32,US10,O1_mini,advocate,"As an AI ethics specialist, I want to evaluate the fairness and bias of multi-task learning models in stance detection, so that I can ensure the ethical deployment of these technologies in diverse linguistic contexts.",Justice/fairness -  Non-maleficence,Fairness -  Bias,atomic,minimal,Conceptually sound,solution_oriented,Unambiguous,Conflict-free,,No,independent,unique,,,
A33US1Ge,A33,US1,Gemini_1.5_flash,journalist,"As a journalist, I want to quickly access and analyze relevant information from past news articles to inform my reporting and provide context for current events.",N/A,Efficiency,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,diffRoleSameStory,A33US2Ge,End,A33US5Ge
A33US2Ge,A33,US2,Gemini_1.5_flash,researcher,"As a researcher studying current events, I want to use a powerful search engine to find specific details and relationships between entities mentioned in news articles.",N/A,N/A,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,diffRoleSameStory,A33US1Ge,End,A33US5Ge
A33US3Ge,A33,US3,Gemini_1.5_flash,consumer,"As a news consumer, I want to be able to search for news articles based on specific events, locations, and people involved, rather than just relying on keywords.",N/A,N/A,conjunctions,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,,,End,A33US5Ge
A33US4Ge,A33,US4,Gemini_1.5_flash,librarian,"As a librarian or archivist, I want to organize and catalog news articles in a way that makes them easily searchable and accessible to researchers and the public.",N/A,Usability,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,unique,,,
A33US5Ge,A33,US5,Gemini_1.5_flash,developer,"As a developer of news aggregators or search engines, I want to integrate semantic annotations into my platform to provide users with a more comprehensive and nuanced understanding of news content.",N/A,N/A,atomic,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,independent,,,Mean,"A33US1Ge, A33US2Ge, A33US3Ge, A33US7Ge"
A33US6Ge,A33,US6,Gemini_1.5_flash,data scientist,"As a data scientist, I want to explore the potential of using Wikidata and other knowledge bases to improve the accuracy and efficiency of semantic annotation and search for news articles.",N/A,N/A,atomic,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,independent,unique,,,
A33US7Ge,A33,US7,Gemini_1.5_flash,fact-checker,"As a fact-checker or verification journalist, I want to use semantic annotations to cross-reference information in news articles with other sources and verify its accuracy.",N/A,N/A,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,,,End,A33US5Ge
A33US8Ge,A33,US8,Gemini_1.5_flash,teacher,"As a teacher or educator, I want to use semantically annotated news articles to create engaging and informative lesson plans for students.",N/A,N/A,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,unique,,,
A33US9Ge,A33,US9,Gemini_1.5_flash,citizen,"As a citizen concerned about misinformation and disinformation, I want to be able to access and analyze news articles critically using semantic search to identify potential biases and inconsistencies.",Transparency,Bias -  Interpretability,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,unique,,,
A33US10Ge,A33,US10,Gemini_1.5_flash,global citizen,"As a global citizen, I want to see a more informed and engaged public discourse where people can easily access and understand the complex information presented in news articles.",N/A,N/A,atomic,minimal,no_feature,,,,,,,,,,
A33US1Ll,A33,US1,Llama 3.1 70b,journalist,"As a journalist, I want to be able to quickly and easily find relevant contextual background information when writing a news story, so that I can provide a more informed and comprehensive article.",N/A,Efficiency  -  Completeness,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,isSemDuplicate,A33US2Ll,End,A33US3Ll
A33US2Ll,A33,US2,Llama 3.1 70b,news agency,"As a news agency, I want to be able to search for precise facts described in news articles, so that I can verify information and ensure the accuracy of our reporting.",N/A,N/A,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,isSemDuplicate,A33US1Ll,End,A33US3Ll
A33US3Ll,A33,US3,Llama 3.1 70b,researcher,"As a researcher, I want to develop a method that can automatically annotate news articles with semantic information, so that I can improve the discoverability and searchability of news content.",N/A,N/A,atomic,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,independent,isSemDuplicate,A33US4Ll,Mean,"A33US1Ll, A33US2Ll"
A33US4Ll,A33,US4,Llama 3.1 70b,developer,"As a developer, I want to leverage the Wikidata knowledge base to create a semantic annotation system that can support both keyword-based search and structured data search in news articles.",N/A,N/A,atomic,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,independent,isSemDuplicate,A33US3Ll,Mean,"A33US1Ll, A33US2Ll"
A33US5Ll,A33,US5,Llama 3.1 70b,journalist,"As a journalist, I want to be able to search for news articles based on specific properties and filters, such as event type, location, and date, so that I can quickly find relevant information.",N/A,N/A,conjunctions,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,,,End,"A33US3Ll, A33US8Ll"
A33US6Ll,A33,US6,Llama 3.1 70b,news agency,"As a news agency, I want to be able to provide a more intuitive and powerful search interface for our users, so that they can easily find the information they need.",N/A,Usability,atomic,minimal,Conceptually sound,problem-oriented,General,Conflict-free,,estimatable,No,,,End,"A33US3Ll, A33US8Ll"
A33US7Ll,A33,US7,Llama 3.1 70b,researcher,"As a researcher, I want to investigate the use of semantic annotation and search in news articles, so that I can improve the efficiency and effectiveness of news gathering and reporting.",N/A,N/A,atomic,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,independent,unique,,,
A33US8Ll,A33,US8,Llama 3.1 70b,developer,"As a developer, I want to design a system that can automatically infer event schemas from news articles, so that I can provide more accurate and relevant search results.",N/A,N/A,atomic,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,independent,,,Mean,"A33US9Ll, A33US10Ll"
A33US9Ll,A33,US9,Llama 3.1 70b,journalist,"As a journalist, I want to be able to compare and contrast similar events and stories, so that I can identify patterns and trends and provide more insightful reporting.",N/A,N/A,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,independent,,,End,A33US8Ll
A33US10Ll,A33,US10,Llama 3.1 70b,news agency,"As a news agency, I want to be able to provide a more comprehensive and informative news service, by leveraging semantic annotation and search to deliver more accurate and relevant results to our users.",N/A,Completeness -  Accuracy ,atomic,minimal,Conceptually sound,problem-oriented,General,Conflict-free,,No,independent,,,End,A33US8Ll
A33US1O1,A33,US1,O1_mini,journalist,"As a journalist, I want semantic annotations of news articles, so that I can easily reference contextual backgrounds and compare current events with past similar occurrences.",N/A,N/A,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,independent,,,End,"A33US3O1, A33US7O1"
A33US2O1,A33,US2,O1_mini,News editor,"As a news editor, I want a semantic search engine with structured data filters, so that I can efficiently find precise facts and relevant information for writing accurate stories.",N/A,Efficiency -  Completeness,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,diffRoleSameStory,"A33US6O1, A33US9O1, A33US10O1",,
A33US3O1,A33,US3,O1_mini,developer,"As a software developer, I want to integrate Wikidata-based semantic annotations into our news platform, so that users can experience enhanced search capabilities and richer content interactions.",N/A,Interoperability,atomic,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,No,,,Mean,"A33US1O1, A33US8O1"
A33US4O1,A33,US4,O1_mini,analyst,"As a data analyst at a news agency, I want to utilize structured data search features, so that I can generate insightful reports and identify trends across various event schemas.",N/A,N/A,atomic,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,No,unique,,,
A33US5O1,A33,US5,O1_mini,researcher,"As a researcher, I want to access both keyword-based and structured data searches, so that I can conduct comprehensive studies on the portrayal of different types of events in the media.",N/A,Completeness,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,unique,,,
A33US6O1,A33,US6,O1_mini,consumer,"As a news consumer, I want to use a semantic search engine to filter news articles by specific event properties, so that I can quickly find information relevant to my interests and needs.",N/A,N/A,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,independent,diffRoleSameStory,"A33US2O1, A33US9O1, A33US10O1",,
A33US7O1,A33,US7,O1_mini,content moderator,"As a content manager, I want automated semantic annotations for incoming news articles, so that our team can maintain a well-organized and easily searchable content library.",N/A,Usability,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,,,Mean,"A33US1O1, A33US8O1"
A33US8O1,A33,US8,O1_mini,knowledge base specialist,"As a knowledge base specialist, I want to leverage Wikidata for enriching news articles with accurate and up-to-date semantic information, so that the integrity and reliability of our news content are enhanced.",N/A,N/A,atomic,minimal,Conceptually sound,problem-oriented,Vagueness,Conflict-free,,estimatable,No,,,End,"A33US3O1, A33US7O1"
A33US9O1,A33,US9,O1_mini,librarian,"As a librarian, I want to provide journalists and researchers with access to a semantic search engine, so that they can efficiently locate and utilize precise information from a vast array of news sources.",N/A,Efficiency,atomic,minimal,Conceptually sound,problem-oriented,Unambiguous,Conflict-free,,estimatable,No,diffRoleSameStory,"A33US2O1, A33US6O1, A33US10O1",,
A33US10O1,A33,US10,O1_mini,product manager,"As a product manager for a news aggregation service, I want to implement a semantic search engine that supports both keyword and structured data searches, so that we can offer users a powerful tool for discovering and exploring news content.",N/A,N/A,atomic,minimal,Conceptually sound,solution_oriented,General,Conflict-free,,No,No,diffRoleSameStory,"A33US2O1, A33US6O1, A33US9O1",,
A34US1Ge,A34,US1,Gemini_1.5_flash,analyst,"As a cybersecurity analyst, I want to utilize a DNN-based IDS that can detect and classify new and unpredictable cyberattacks automatically, ensuring our network remains secure against evolving threats.",N/A,Accuracy -  Security -  Adaptability,conjunctions,minimal,Conceptually sound,solution_oriented,General,Conflict-free,,No,No,diffRoleSameStory,A34US6Ge,End,"A34US2Ge, A34US3Ge"
A34US2Ge,A34,US2,Gemini_1.5_flash,machine learning engineer,"As a machine learning engineer, I need to experiment with various DNN architectures and hyperparameters to determine the most effective network topology and parameters for detecting cyberattacks, using datasets like KDDCup 99.",N/A,N/A,atomic,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,independent,,,Mean,"A34US1Ge, A34US6Ge"
A34US3Ge,A34,US3,Gemini_1.5_flash,data scientist,"As a data scientist, I want to benchmark the performance of our DNN model against other classical machine learning classifiers across multiple publicly available malware datasets, to ensure we are using the best approach.",N/A,N/A,atomic,minimal,no_valid_role,solution_oriented,General,Conflict-free,,estimatable,independent,,,Mean,"A34US1Ge, A34US6Ge"
A34US4Ge,A34,US4,Gemini_1.5_flash,developer,"As a software developer, I need to implement a scalable IDS that can handle large volumes of network traffic and rapidly evolving attack methods without degradation in performance.",N/A,Scalability,atomic,minimal,no_valid_role,solution_oriented,Vagueness,Conflict-free,,estimatable,No,unique,,,
A34US5Ge,A34,US5,Gemini_1.5_flash,product manager,"As a project manager in cybersecurity, I aim to oversee a research project that systematically updates and benchmarks malware datasets, ensuring that our IDS remains effective against the latest threats.",N/A,N/A,conjunctions,minimal,no_valid_role,solution_oriented,General,Conflict-free,,No,No,unique,,,
A34US6Ge,A34,US6,Gemini_1.5_flash,user,"As an IDS user, I want the system to continuously learn and adapt to changes in network behavior and new types of cyberattacks, ensuring robust protection over time.",N/A,Adaptability -  Reliability -  Security,atomic,minimal,Conceptually sound,problem-oriented,General,Conflict-free,,No,No,diffRoleSameStory,A34US1Ge,End,"A34US2Ge, A34US3Ge"
A34US7Ge,A34,US7,Gemini_1.5_flash,quality assurance specialist,"As a quality assurance engineer, I need to conduct comprehensive testing on the IDS to validate its effectiveness in real-world scenarios and across different datasets, including NSL-KDD and CICIDS 2017.",N/A,Testability,atomic,minimal,no_valid_role,solution_oriented,Unambiguous,Conflict-free,,estimatable,No,unique,,,
